sentiment,text,user
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","syadoz1"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","dejavu786"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","kraus_read"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","DCSS_PlymouthUn"
"neutral","RT @CovertShores: ***UPDATE***\n\nMerchant ship which caught fire when the #Russian Navy landing ship exploded in #Berdyansk identified as RU…","KanafonjaWest"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/e6IvW3D5zt","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XADuRRV3Wt","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XGCmhfXPo1","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/GwLOSCmnoa","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/lJislEUidQ","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/hRYBFppXW8","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/OMeMNTZA8U","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/fFX6p99cxe","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/jhNIVF02fx","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/4xhtdvVPtX","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ffVo1Q9Pe4","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/RPCvPbklBZ","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Rube5lGBq5","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/i4nUXZffOv","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/gTYqLuCkvc","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dsRWbJW2Ec","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/EKEQOHfpsH","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/CUoPFEWg86","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Ir8e6XlbRZ","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/qaBbDWpUzu","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/U1llnYEqum","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dYiEUswjni","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ju600TDFBd","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/nt61lFEDtt","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QJHdm5LwDV","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XCqYZ4jLg7","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/M03Gf8JyqD","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QaTQpyGtpe","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/6MsJRm3wI8","olenaartresurs"
"neutral","The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/J41jKB03UT","olenaartresurs"
"neutral","RT @lindermannAnon: ❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg","liliasvitlova"
"positive","The rashists shot a new hospital with a maternity ward with tanks and mortars in Trostyanets.\n#SaveUkraineNow… https://t.co/IUNXY92Rpw","SaveUkraineNow2"
"positive","RT @kiivals: New art on @foundation  0.12 #eth\n\n#NFTs #NFTCommunity #nftart #SaveUkraineNow #FoundationNFT #foundationapp \n\nhttps://t.co/1k…","Artmaximus"
"negative","RT @SaveUkraineNow2: The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time, t…","ua_koi"
"neutral","RT @CaraMia200: Street art #USA #SaveUkraineNow #NoToWar #PutinWarCriminal https://t.co/0aDHXHjNCA","CaraMia200"
"negative","Putin is a War Criminal. #stopPutinNOW #SaveUkraineNOW #SlavaUkraini https://t.co/KeloiDQMlR","Sinethugcat"
"neutral","RT @lindermannAnon: ❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg","zoryananich"
"neutral","❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg","lindermannAnon"
"neutral","#StopPutin #SaveUkraineNow #UkraineWillBeFree #StopRussia https://t.co/PWdlXuiDlM","AnatolijCuhan"
"negative","The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time… https://t.co/DzpwTi6YsJ","SaveUkraineNow2"
"positive","🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎  Edwin Starr - War (What is it good for) + Lycris HQ!! https://t.co/gJmKItVqX2 via @YouTube… https://t.co/NhkOnz4itz","SanneLi6"
"neutral","@OTregub #Stoprussianterrorist #Stoprussianfascists #StopsgenocideofUkrainians #Stoprussia #Stopputin… https://t.co/6V8qWMvseS","Onocleaceae"
"positive","RT @sunfloweralona: @Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (win)…","madtilGOPisgone"
"negative","@Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (w… https://t.co/MwKJftdxyi","sunfloweralona"
"negative","@thejournal_ie War is terrible and this Russian led war looks totally barbaric #stopthewar #SaveUkraineNow  🇺🇦","DeirdreMooney"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","manoj70966460"
"negative","@tkliuchnyk @VP I hate #Putin so much!!! #FCKPTN #RussiaGoHome #DefeatPutin #SaveUkraineNow","nihilektra"
"positive","RT @Kooduh1: I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible #SaveUkraine #Save…","Kooduh1"
"positive","I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible… https://t.co/IZU4RXTdvL","Kooduh1"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","awa07311"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","omidkan65"
"neutral","RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…","RafaelMarquesT8"
"positive","RT @JJ_art_: 💔 for children, people and animals . This #pup got injured during shelling , he will be fine , but there are so many more burn…","StrawberRY8yr"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","RHarlique"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","Tranbi991"
"negative","RT @iiromanova: In #Kyiv, a cellist played on the ruins of a ruined house. Behind him, a man collects things in a broken apartment💔\n#Україн…","ringfence59"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","Muhamma74704293"
"neutral","RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…","Cdl91863010"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","nadish"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","Fanboy_TheFlash"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","ABDULMUTTALP16"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","StrizhikurkaA"
"neutral","RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…","V1p3R_cash"
"neutral","Check out my NFT listing on OpenSea! https://t.co/77DLKcnv1F lewat @opensea \n\n#SaveUkraine #SaveUkraineNow… https://t.co/Uyg8VuaZYj","Dico_Graphy"
"positive","@Osinttechnical Nice!!!!! Keep it up Ukraine.  #SLAVAUKRAINI. #SAVEUKRAINENOW. 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇨🇦","Jamesbl31481633"
"neutral","RT @ZenTaoPrincess: @CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia","carynmiller2"
"neutral","@SethAbramson Iʻm convinced the next news cycle will be about how chemical weapons have been deployed. Putin ʻaint… https://t.co/E1rCqGToDx","qu1x0t1x"
"neutral","RT @MarmeeRegine888: @CosicoMarmee @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine…","MarmeeRegine888"
"neutral","RT @MarmeeRegine888: @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine #Peace #PeaceI…","MarmeeRegine888"
"neutral","@CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia","ZenTaoPrincess"
"positive","@FareedZakaria what kind of guarantees can Ukraine get that they did not get in the Budapest agreement?  US was a s… https://t.co/GgqfFhRkG0","roybbarr"
"neutral","EVOL (イーボル)★先行予約\n\nウクライナ支援チャリティーサンダル  5,940円\nhttps://t.co/0oSMfGvLTl\n緊迫した情勢が続くウクライナへ支援を行うため\nサンダルの売上全額をユニセフに寄付します\n5月上… https://t.co/TRbAGvnlQ9","HeartySelect"
"neutral","#SaveUkraineNow https://t.co/cYfkcUdEJ7","NeenieMs"
"positive","What you should know about the War in Ukraine - Meet the incredible man behind the Twitter Space - Find out how you… https://t.co/4waUHHCW0w","5157Ghost"
"neutral","🌟🌟🌟🌟🌟 must see 👌🏻\n\nIslam is the future !!!!\nhttps://t.co/DVbTIkPFVQ\n\n#Kharkiv\n#SAVEUKRAINENOW\n#Odessa… https://t.co/EPPKR896ZL","i_bo_rajab1403"
"positive","Thank You! @anneapplebaum This. IS. The. Real. Truth. Thank God you wrote this down! #SaveUkraineNow… https://t.co/Rcf46XQSMO","Get_MyGoodSide"
"neutral","⚠️ WARNING GRAPHIC ⚠️ Bucha, Ukraine\n\n#SaveUkraineNow #StopPutinsWar #StandWithUkraine https://t.co/J9UeZq0Qfj","YAdelborg"
"neutral","RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…","camilojoseuruea"
